L1_orth,L1_L1wiktionary,L1_enwiktionary,L1_ipa,L1_en,L1_disambiguated,L1_suffix,L1_pos,L1_year,L1_macro_family,L1_family,L1_language,L1_region,L1_type,L1_loan,L1_certainty,L1_closest_wold_concept,L1_borrowability,L1_closest_wold_concept_similarity,hmInf_strF_vhF_onlyF
négykézláb,https://hu.wiktionary.org/wiki/négykézláb#Magyar,https://en.wiktionary.org/wiki/négykézláb#Hungarian,neːɟkeːzlaːb,"on_all_fours, on_the_double",0,-,a,1528,no_info,no_info,no_info,no_info,no_info,-,certain,(),0.0,-1.0,^(s|j|θ|ʃ|w|m)?(n|nʲ|m)(e|æ|ͽ|ɑ|i|ȣ|o|ȣ̈)(nʲt͡ʃʲ|j|ðʲ|lj|l|n|t͡ʃʲ)(kk|wkk)(e|æ|ͽ|ɑ|i|ȣ|o|ȣ̈)(t)(l|ð|lk|lɣ|wð|r|wl)(ɑ|ȣ|ͽ|o|u|e)(mp)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
negyven,https://hu.wiktionary.org/wiki/negyven#Magyar,https://en.wiktionary.org/wiki/negyven#Hungarian,nɛɟvɛn,forty,0,-,r,1372,no_info,no_info,no_info,no_info,no_info,-,certain,"('forty', 'twenty')",0.225609756,0.951549292,^(s|j|θ|ʃ|w|m)?(n|nʲ|m)(æ|e|ͽ|ȣ̈|i|ɑ|o)(nʲt͡ʃʲ|j|ðʲ|lj|l|n|t͡ʃʲ)(p|j|wk|w|k|ŋ)(æ|e|ͽ|ȣ̈|i|ɑ|o)(n|j|ln|wn)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
néha,https://hu.wiktionary.org/wiki/néha#Magyar,https://en.wiktionary.org/wiki/néha#Hungarian,neːhɒ,"at_times, every_now_and_again, every_now_and_then, now_and_again, now_and_then, once_in_a_blue_moon, once_in_a_while, sometimes",0,-,r,1300,no_info,no_info,no_info,no_info,no_info,-,certain,"('sometimes', 'sometimes')",0.057692308,0.99999994,h not old
nehéz,https://hu.wiktionary.org/wiki/nehéz#Magyar,https://en.wiktionary.org/wiki/nehéz#Hungarian,nɛheːz,"arduous, burdensome, complicated, difficult, grave, hard, heavy, knotty, laborious, ponderous, stiff, stodgy, thorny, tough, troublesome, trying, warm",0,-,a,1344,unknown,unknown,unknown,unknown,unknown,+,certain,"('warm', 'warm')",0.090128755,1.000000119,h not old
neki,https://hu.wiktionary.org/wiki/neki#Magyar,https://en.wiktionary.org/wiki/neki#Hungarian,nɛki,it,0,-,r,1200,no_info,no_info,no_info,no_info,fossilised suffixed form,-,certain,"('it', 'it')",0.033670034,1.0,^(s|j|θ|ʃ|w|m)?(n|nʲ|m)(æ|e|ͽ|ȣ̈|i|ɑ|o)(kk|wkk)(ȣ̈|æ|i|e|ͽ)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nélkül,https://hu.wiktionary.org/wiki/nélkül#Magyar,https://en.wiktionary.org/wiki/nélkül#Hungarian,neːlkyl,"sans, sine, wanting, without",0,-,r,1372,no_info,no_info,no_info,no_info,no_info,-,certain,"('without', 'without')",0.21942446,0.99999994,^(s|j|θ|ʃ|w|m)?(n|nʲ|m)(e|æ|ͽ|ɑ|i|ȣ|o|ȣ̈)(l|ð|lk|lɣ|wð|r|wl)(kk|wkk)(i|ͽ|ȣ̈|æ|ɑ|e)(l|ð|lk|w|lw|m)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nem,https://hu.wiktionary.org/wiki/nem#Magyar,https://en.wiktionary.org/wiki/nem#Hungarian,nɛm,"nay, no, non-, nope, not",2,-,r,1200,FU,no_info,no_info,no_info,no_info,-,uncertain,"('no', 'no')",0.159090909,1.0,^(s|j|θ|ʃ|w|m)?(n|nʲ|m)(æ|e|ͽ|ȣ̈|i|ɑ|o)(m|jm|lm)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nem,https://hu.wiktionary.org/wiki/nem#Magyar,https://en.wiktionary.org/wiki/nem#Hungarian,nɛm,"breed, genus, genera, sex, tribe, gender, kind, sort",1,-,n,1200,unknown,unknown,unknown,unknown,unknown,+,certain,"('kind', 'thing')",0.227722772,0.920977116,^(s|j|θ|ʃ|w|m)?(n|nʲ|m)(æ|e|ͽ|ȣ̈|i|ɑ|o)(m|jm|lm)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
néma,https://hu.wiktionary.org/wiki/néma#Magyar,https://en.wiktionary.org/wiki/néma#Hungarian,neːmɒ,"dumb, mute, speechless",0,-,a,1372,no_info,no_info,no_info,no_info,no_info,-,certain,"('mute', 'mute')",0.11875,0.99999994,^(s|j|θ|ʃ|w|m)?(n|nʲ|m)(e|æ|ͽ|ɑ|i|ȣ|o|ȣ̈)(m|ðʲm|lm)(ͽ|e|ɑ|u)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
némber,https://hu.wiktionary.org/wiki/némber#Magyar,https://en.wiktionary.org/wiki/némber#Hungarian,neːmbɛr,wench,0,-,n,1416,no_info,no_info,no_info,no_info,no_info,-,certain,"('wench', 'beggar')",0.207198444,0.6224064229999999,b not old
nemcsak,https://hu.wiktionary.org/wiki/nemcsak#Magyar,https://en.wiktionary.org/wiki/nemcsak#Hungarian,nɛmt͡ʃɒk,not_only,0,-,r,1372,no_info,no_info,no_info,no_info,no_info,-,certain,(),0.0,-1.0,^(s|j|θ|ʃ|w|m)?(n|nʲ|m)(æ|e|ͽ|ȣ̈|i|ɑ|o)(m|ðʲm|lm)(t͡ʃʲ|jt͡ʃʲ)(ɑ|ͽ|u|o|ȣ|e|æ)(kk|wkk|k|tt)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nemde,https://hu.wiktionary.org/wiki/nemde#Magyar,https://en.wiktionary.org/wiki/nemde#Hungarian,nɛmdɛ,is_not_it,0,-,r,1372,no_info,no_info,no_info,no_info,no_info,-,certain,(),0.0,-1.0,^(s|j|θ|ʃ|w|m)?(n|nʲ|m)(æ|e|ͽ|ȣ̈|i|ɑ|o)(m|ðʲm|lm)(nt|w|j)(ͽ|ȣ̈|e|ɑ|æ)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nemes,https://hu.wiktionary.org/wiki/nemes#Magyar,https://en.wiktionary.org/wiki/nemes#Hungarian,nɛmɛʃ,"esquire, fine, gentle, grand, ingenuous, large, noble, nobleman, noblemen, patrician",0,-,a,1372,no_info,no_info,no_info,no_info,derivative,-,certain,"('fine', 'fine')",0.536231884,1.0,^(s|j|θ|ʃ|w|m)?(n|nʲ|m)(æ|e|ͽ|ȣ̈|i|ɑ|o)(m|ðʲm|lm)(æ|e|ͽ|ȣ̈|i|ɑ|o)(t͡ʃʲ|t͡ʃ|ʃʲk|ŋt͡ʃʲ|t͡ʃʲk)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
német,https://hu.wiktionary.org/wiki/német#Magyar,https://en.wiktionary.org/wiki/német#Hungarian,neːmɛt,"Dutch, Fritz, German, jerry",0,-,a,1372,no_info,no_info,no_info,no_info,no_info,-,certain,"('jerry', 'freeman')",0.25,0.623848319,^(s|j|θ|ʃ|w|m)?(n|nʲ|m)(e|æ|ͽ|ɑ|i|ȣ|o|ȣ̈)(m|ðʲm|lm)(æ|e|ͽ|ȣ̈|i|ɑ|o)(tt|kt|tk|pt|j)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nemez,https://hu.wiktionary.org/wiki/nemez#Magyar,https://en.wiktionary.org/wiki/nemez#Hungarian,nɛmɛz,felt,0,-,n,1395,IE,Indo-Iranian,Alanian,no_info,no_info,+,certain,"('felt', 'felt')",0.386363636,1.0,^(s|j|θ|ʃ|w|m)?(n|nʲ|m)(æ|e|ͽ|ȣ̈|i|ɑ|o)(m|ðʲm|lm)(æ|e|ͽ|ȣ̈|i|ɑ|o)(t|t͡ʃʲ|p|k|ɣ)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nemtő,https://hu.wiktionary.org/wiki/nemtő#Magyar,https://en.wiktionary.org/wiki/nemtő#Hungarian,nɛmtøː,dunno,0,-,a,1585,no_info,no_info,no_info,no_info,no_info,-,certain,"('dunno', 'fathom')",0.166666667,0.592711389,^(s|j|θ|ʃ|w|m)?(n|nʲ|m)(æ|e|ͽ|ȣ̈|i|ɑ|o)(m|ðʲm|lm)(j|tt|kt)(e|ͽ|i|æ|s)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nemz,https://hu.wiktionary.org/wiki/nemz#Magyar,https://en.wiktionary.org/wiki/nemz#Hungarian,nɛmz,"beget, begat, begotten, beget, begot, begotten, breed, bred, engender, father, gender, get, got, interface, iron_out, procreate, reproduce, sire",0,-,v,1300,no_info,no_info,no_info,no_info,derivative,-,certain,"('beget', 'beget')",0.162269129,1.000000119,^(s|j|θ|ʃ|w|m)?(n|nʲ|m)(æ|e|ͽ|ȣ̈|i|ɑ|o)(m|ðʲm|lm)(t|t͡ʃʲ|p|k|ɣ)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
néni,https://hu.wiktionary.org/wiki/néni#Magyar,https://en.wiktionary.org/wiki/néni#Hungarian,neːni,dame,0,-,n,1395,no_info,no_info,no_info,no_info,no_info,-,certain,"('dame', 'miss')",0.15840779900000002,0.611266315,^(s|j|θ|ʃ|w|m)?(n|nʲ|m)(e|æ|ͽ|ɑ|i|ȣ|o|ȣ̈)(n)(ȣ̈|æ|i|e|ͽ)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nép,https://hu.wiktionary.org/wiki/nép#Magyar,https://en.wiktionary.org/wiki/nép#Hungarian,neːp,"commons, folk, people",0,-,n,1300,no_info,no_info,no_info,no_info,no_info,-,certain,"('people', 'people')",0.378486056,1.0,^(s|j|θ|ʃ|w|m)?(n|nʲ|m)(e|æ|ͽ|ɑ|i|ȣ|o|ȣ̈)(pp)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nerc,https://hu.wiktionary.org/wiki/nerc#Magyar,https://en.wiktionary.org/wiki/nerc#Hungarian,nɛrt͡s,mink,0,-,v,1395,IE,Germanic,German,no_info,no_info,+,certain,"('mink', 'raccoon')",0.428571429,0.697505116,t͡s# not old
nesze,https://hu.wiktionary.org/wiki/nesze#Magyar,https://en.wiktionary.org/wiki/nesze#Hungarian,nɛsɛ,sounds,0,-,r,1566,no_info,no_info,no_info,no_info,derivative,-,certain,"('sounds', 'sound')",0.185069984,0.905577242,^(s|j|θ|ʃ|w|m)?(n|nʲ|m)(æ|e|ͽ|ȣ̈|i|ɑ|o)(s|ʃʲ|t͡ʃʲ)(ͽ|ȣ̈|e|ɑ|æ)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
netalántán,https://hu.wiktionary.org/wiki/netalántán#Magyar,https://en.wiktionary.org/wiki/netalántán#Hungarian,nɛtɒlaːntaːn,perchance,0,-,v,1372,no_info,no_info,no_info,no_info,no_info,-,certain,"('perchance', 'conceive')",0.094202899,0.6065717939999999,^(s|j|θ|ʃ|w|m)?(n|nʲ|m)(æ|e|ͽ|ȣ̈|i|ɑ|o)(j|tt|kt)(ɑ|ͽ|u|o|ȣ|e|æ)(l|ð|lk|lɣ|wð|r|wl)(ɑ|ȣ|ͽ|o|u|e)(n)(j|tt|kt)(ɑ|ȣ|ͽ|o|u|e)(n|j|ln|wn)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
név,https://hu.wiktionary.org/wiki/név#Magyar,https://en.wiktionary.org/wiki/név#Hungarian,neːv,"denomination, designation, moniker, name",0,-,n,1300,U,no_info,no_info,no_info,no_info,-,certain,"('name', 'name')",0.085227273,0.99999994,^(s|j|θ|ʃ|w|m)?(n|nʲ|m)(e|æ|ͽ|ɑ|i|ȣ|o|ȣ̈)(ŋ|k|ɣ|j|m|ð|w)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nevel,https://hu.wiktionary.org/wiki/nevel#Magyar,https://en.wiktionary.org/wiki/nevel#Hungarian,nɛvɛl,"breed, bred, discipline, raise, school",0,-,v,1372,no_info,no_info,no_info,no_info,derivative,-,certain,"('raise', 'raise')",0.08681672,1.000000119,^(s|j|θ|ʃ|w|m)?(n|nʲ|m)(æ|e|ͽ|ȣ̈|i|ɑ|o)(p|j|wk|w|k|ŋ)(æ|e|ͽ|ȣ̈|i|ɑ|o)(l|ð|lk|w|lw|m)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nevet,https://hu.wiktionary.org/wiki/nevet#Magyar,https://en.wiktionary.org/wiki/nevet#Hungarian,nɛvɛt,"crack_up, laugh, pooh-pooh",0,-,n,1372,Ug,no_info,no_info,no_info,no_info,-,certain,"('laugh', 'laugh')",0.058139535,1.0,^(s|j|θ|ʃ|w|m)?(n|nʲ|m)(æ|e|ͽ|ȣ̈|i|ɑ|o)(p|j|wk|w|k|ŋ)(æ|e|ͽ|ȣ̈|i|ɑ|o)(tt|kt|tk|pt|j)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
néz,https://hu.wiktionary.org/wiki/néz#Magyar,https://en.wiktionary.org/wiki/néz#Hungarian,neːz,"eyeball, look, regard, screw, watch",0,-,v,1372,FU,no_info,no_info,no_info,no_info,-,certain,"('look', 'look')",0.094915254,1.0,^(s|j|θ|ʃ|w|m)?(n|nʲ|m)(e|æ|ͽ|ɑ|i|ȣ|o|ȣ̈)(t|t͡ʃʲ|p|k|ɣ)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nézve,https://hu.wiktionary.org/wiki/nézve#Magyar,https://en.wiktionary.org/wiki/nézve#Hungarian,neːzvɛ,for,0,-,r,1561,no_info,no_info,no_info,no_info,change of part of speech,-,certain,"('for', 'well')",0.205426357,0.905855179,^(s|j|θ|ʃ|w|m)?(n|nʲ|m)(e|æ|ͽ|ɑ|i|ȣ|o|ȣ̈)(t)(p|j|wk|w|k|ŋ)(ͽ|ȣ̈|e|ɑ|æ)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
ni,https://hu.wiktionary.org/wiki/ni#Magyar,https://en.wiktionary.org/wiki/ni#Hungarian,ni,"(colloquial) lo!, look!",0,-,r,1548,no_info,no_info,no_info,no_info,no_info,-,certain,(),0.0,-1.0,^(s|j|θ|ʃ|w|m)?(n|nʲ|m)(ȣ̈|æ|i|e|ͽ)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nincs,https://hu.wiktionary.org/wiki/nincs#Magyar,https://en.wiktionary.org/wiki/nincs#Hungarian,nint͡ʃ,want,0,-,v,1372,no_info,no_info,no_info,no_info,no_info,-,certain,"('want', 'want')",0.123794212,1.0,^(s|j|θ|ʃ|w|m)?(n|nʲ|m)(ɑ|ȣ|i|e|ͽ|o)(n)(t͡ʃʲ|t͡ʃ)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
no,https://hu.wiktionary.org/wiki/no#Magyar,https://en.wiktionary.org/wiki/no#Hungarian,no,woman,0,-,r,1430,no_info,no_info,no_info,no_info,no_info,-,certain,"('woman', 'woman')",0.157498825,0.999999881,^(s|j|θ|ʃ|w|m)?(n|nʲ|m)(u)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nő,https://hu.wiktionary.org/wiki/nő#Magyar,https://en.wiktionary.org/wiki/nő#Hungarian,nøː,woman,2,-,n,1372,U,no_info,no_info,no_info,no_info,-,certain,"('woman', 'woman')",0.157498825,0.999999881,^(s|j|θ|ʃ|w|m)?(n|nʲ|m)(e|ͽ|i|æ|s)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nő,https://hu.wiktionary.org/wiki/nő#Magyar,https://en.wiktionary.org/wiki/nő#Hungarian,nøː,"augment, extend, get_large, get_larger, grow, grew, grown, grow_large, grow_larger, heighten, increase, spring_up",1,-,v,1372,unknown,unknown,unknown,unknown,unknown,+,certain,"('grow', 'grow')",0.039007092,0.99999994,^(s|j|θ|ʃ|w|m)?(n|nʲ|m)(e|ͽ|i|æ|s)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nógat,https://hu.wiktionary.org/wiki/nógat#Magyar,https://en.wiktionary.org/wiki/nógat#Hungarian,noːɡɒt,"drive_on, goad, prod",0,-,v,1476,no_info,no_info,no_info,no_info,derivative,-,certain,"('prod', 'push')",0.172597865,0.679466307,^(s|j|θ|ʃ|w|m)?(n|nʲ|m)(o|u)(ŋ|ŋk)(ɑ|ͽ|u|o|ȣ|e|æ)(tt|kt|tk|pt|j)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
noha,https://hu.wiktionary.org/wiki/noha#Magyar,https://en.wiktionary.org/wiki/noha#Hungarian,nohɒ,"albeit, while",0,-,r,1518,no_info,no_info,no_info,no_info,no_info,-,certain,"('while', 'up')",0.0,0.928562045,h not old
normann,https://hu.wiktionary.org/wiki/normann#Magyar,https://en.wiktionary.org/wiki/normann#Hungarian,normɒnː,Norman,0,-,a,1559,IE,Romance,Latin,no_info,general,+,certain,(),0.0,-1.0,nː# not old
nőstény,https://hu.wiktionary.org/wiki/nőstény#Magyar,https://en.wiktionary.org/wiki/nőstény#Hungarian,nøːʃteːɲ,"bitch, female, gin, queen",0,-,n,1416,no_info,no_info,no_info,no_info,derivative,-,certain,"('female', 'female')",0.117414248,1.0,^(s|j|θ|ʃ|w|m)?(n|nʲ|m)(e|ɑ|u|æ)(t͡ʃʲ|nʲt͡ʃʲ)(j|tt|kt)(e|æ|ͽ|ɑ|i|ȣ|o|ȣ̈)(nʲ|n|k)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nóta,https://hu.wiktionary.org/wiki/nóta#Magyar,https://en.wiktionary.org/wiki/nóta#Hungarian,noːtɒ,melody,0,-,n,1519,IE,Romance,Latin,no_info,general,+,certain,"('melody', 'trumpet')",0.468379447,0.7721848490000001,^(s|j|θ|ʃ|w|m)?(n|nʲ|m)(o|u)(j|tt|kt)(ͽ|e|ɑ|u)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
notórius,https://hu.wiktionary.org/wiki/notórius#Magyar,https://en.wiktionary.org/wiki/notórius#Hungarian,notoːriuʃ,notorious,0,-,n,1585,IE,Romance,Latin,no_info,general,+,certain,"('notorious', 'prison')",0.510204082,0.7051302190000001,^(s|j|θ|ʃ|w|m)?(n|nʲ|m)(u|ͽ|ɑ|o|ȣ|i|e)(j|tt|kt)(o|u)(r|rk|jr|ɣr|lm)(ɑ|ȣ|i|e|ͽ|o)(u|ͽ)(t͡ʃʲ|t͡ʃ|ʃʲk|ŋt͡ʃʲ|t͡ʃʲk)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
november,https://hu.wiktionary.org/wiki/november#Magyar,https://en.wiktionary.org/wiki/november#Hungarian,novɛmbɛr,November,0,-,n,1416,IE,Romance,Latin,no_info,general,+,certain,(),0.0,-1.0,b not old
nyáj,https://hu.wiktionary.org/wiki/nyáj#Magyar,https://en.wiktionary.org/wiki/nyáj#Hungarian,ɲaːj,"bunch, drove, flock, fold, herd",0,-,n,1519,unknown,unknown,unknown,unknown,unknown,+,certain,"('bunch', 'bunch')",0.14016736400000002,1.0,^(s|j|θ|ʃ|w|m)?(nʲ|n)(ɑ|ȣ|ͽ|o|u|e)(j|w|l|ŋ|ks|k|ŋs|ðʲ)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nyájas,https://hu.wiktionary.org/wiki/nyájas#Magyar,https://en.wiktionary.org/wiki/nyájas#Hungarian,ɲaːjɒʃ,"affable, bland, comely, complacent, complaisant, endearing, friendly, gentle, gracious, meek, soft, suave, sweet",0,-,a,1372,no_info,no_info,no_info,no_info,derivative,-,certain,"('sweet', 'sweet')",0.086309524,1.0,^(s|j|θ|ʃ|w|m)?(nʲ|n)(ɑ|ȣ|ͽ|o|u|e)(j|lʲw)(ɑ|ͽ|u|o|ȣ|e|æ)(t͡ʃʲ|t͡ʃ|ʃʲk|ŋt͡ʃʲ|t͡ʃʲk)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nyak,https://hu.wiktionary.org/wiki/nyak#Magyar,https://en.wiktionary.org/wiki/nyak#Hungarian,ɲɒk,"barrel, collar, crag, nab, neck, scrag, stud, tang",0,-,n,1372,U,no_info,no_info,no_info,no_info,-,uncertain,"('neck', 'neck')",0.105,1.0,^(s|j|θ|ʃ|w|m)?(nʲ|n)(ɑ|ͽ|u|o|ȣ|e|æ)(kk|wkk|k|tt)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nyakas,https://hu.wiktionary.org/wiki/nyakas#Magyar,https://en.wiktionary.org/wiki/nyakas#Hungarian,ɲɒkɒʃ,"contrary, cussed, headstrong, stubborn, unruly",0,-,a,1550,no_info,no_info,no_info,no_info,doublet-formation,-,certain,"('contrary', 'necessity')",0.289090909,0.7564150690000001,^(s|j|θ|ʃ|w|m)?(nʲ|n)(ɑ|ͽ|u|o|ȣ|e|æ)(kk|wkk)(ɑ|ͽ|u|o|ȣ|e|æ)(t͡ʃʲ|t͡ʃ|ʃʲk|ŋt͡ʃʲ|t͡ʃʲk)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
