word,year,info,disambiguated,suffix,en,orig,pos_hun,wordipa
infámis,1597,1597,infámis,,,,n,infaːmiʃ
kakasülő,1597,1597,kakasülő,,,,r,kɒkɒʃyløː
kompánia,1597,1597,kompánia,,['outfit'],D) VÁNDORSZÓK ,n,kompaːniɒ
kreál,1597,1597,kreál,,,,v,krɛaːl
kalap,1598,1598 k.,kalap,,"['chapeau', 'hat', 'headgear']",,n,kɒlɒp
apró-cseprő,1598,1598,apró-cseprő,,['petty'],14. Ikerszavak ,n,ɒproː-t͡ʃɛprøː
csál,1598,1598,-csál/-csél,+,,,n,t͡ʃaːl
csél,1598,1598,-csál/-csél,+,,,n,t͡ʃeːl
csalafinta,1598,1598,csalafinta,,"['astute', 'foxy']",,a,t͡ʃɒlɒfintɒ
hejehuja,1598,1598,hejehuja,,,,n,hɛjɛhujɒ
hess,1598,1598,hess,,,"1. Hangutánzó, hangfestő szavak ",n,hɛʃʃ
hórihorgas,1598,1598,hórihorgas,,['lanky'],4. Játékos szóalkotással létrejött szavak ,a,hoːrihorɡɒʃ
huss,1598,1598,huss,,,"1. Hangutánzó, hangfestő szavak ",n,huʃʃ
hű,1598,1598,hű2,,"['close', 'committed', 'devoted', 'faithful', 'loyal', 'near', 'true']","1. Hangutánzó, hangfestő szavak ",a,hyː
lakmározik,1598,1598,lakmározik,,"['to banquet', 'to convive', 'to gorge', 'to gorge oneself', 'to make a great spread']",,v,lɒkmaːrozik
önként,1598,1598,önként,,"['as a matter of courtesy', 'by courtesy', 'freely', 'nothing loath', ""of one's own free will"", 'of oneself', 'voluntarily']",3. Megszilárdult ragos alak ,r,ønkeːnt
őrül,1598,1598,őrül,,,,v,øːryl
pazarol,1598,1598,pazarol,,"['to lavish', 'to prodigalize']",,v,pɒzɒrol
percen,1598,1598,percen,,,,n,pɛrt͡sɛn
perszóna,1598,1598,perszóna,,,,n,pɛrsoːnɒ
pite,1598,1598,pite,,['pie'],,n,pitɛ
szuszog,1598,1598,szuszog,,"['to puff', 'to sniffle', 'to snift', 'to snuff']",,v,susoɡ
turpisság,1598,1598,turpisság,,,,n,turpiʃʃaːɡ
gratulál,1599,1599,gratulál,,"['to compliment', 'to congratulate']",,v,ɡrɒtulaːl
kuruzsol,1599,1599,kuruzsol,,['to pow-wow'],,n,kuruʒol
restaurál,1599,1599,restaurál,,"['to renovate', 'to restore']",1. Latin jövevényszavak általában ,a,rɛʃtɒuraːl
stájer,1599,1599,stájer,,,,n,ʃtaːjɛr
tüntet,1599,1599,tüntet,,"['to demonstrate', 'to flaunt']",1. Származékszavak ,v,tyntɛt
fércel,1600,16. sz.  vége,fércel,,['to baste'],4. Bajor jövevényszavak ,a,feːrt͡sɛl
mama,1600,16.  század,mama,,"['mama', 'mamma', 'mater', 'mommy', 'mother']",F) VITATOTT EREDETŰ SZAVAK ,r,mɒmɒ
rozsomák,1600,16.  század,rozsomák,,"['glutton', 'wolverine']",D) VÁNDORSZÓK ,n,roʒomaːk
curukk,1600,1600 k.,curukk,,,,v,t͡surukk
irdal,1600,1600 k.,irdal,,,,n,irdɒl
málé,1600,1600 k.,málé,,"['cornflour pudding', 'drip', 'spoon']",,a,maːleː
paszternák,1600,1600 k.,paszternák,,['parsnip'],5. Tudományos latin jövevényszavak ,n,pɒstɛrnaːk
rajzol,1600,1600 k.,rajzol,,"['to design', 'to draw, drew, drawn', 'to lay down', 'to limn']",1. Német jövevényszavak általában ,v,rɒjzol
robog,1600,1600 k.,robog,,['to dash'],,v,roboɡ
sorol,1600,1600 k.,sorol,,['to count'],"1. Hangutánzó, hangfestő szavak ",v,ʃorol
sorvad,1600,1600 k.,sorvad,,"['to dwindle', 'to dwindle away', 'to waste', 'to waste away', 'to wilt']",1. Származékszavak ,v,ʃorvɒd
súrol,1600,1600 k.,súrol,,"['to clean', 'to graze', 'to hog', 'to mop', 'to scour', 'to scrub', 'to shave', 'to skim', 'to swab']","1. Hangutánzó, hangfestő szavak ",n,ʃuːrol
szardella,1600,1600 k.,szardella,,,1. Olasz (többnyire északolasz) jövevényszavak ,n,sɒrdɛllɒ
szopornyica,1600,1600 k.,szopornyica,,,b) Horvát-szerb jövevényszavak ?,n,soporɲit͡sɒ
tarhonya,1600,1600 k.,tarhonya,,,b) Oszmán-török jövevényszavak ,n,tɒrhoɲɒ
apparátus,1600,1600,apparátus,,,1. Latin jövevényszavak általában ,n,ɒppɒraːtuʃ
dettó,1600,1600,dettó,,"['ditto', 'item']",1. Olasz (többnyire északolasz) jövevényszavak ,n,dɛttoː
ebihal,1600,1600,ebihal,,"['bullhead', 'spawn', 'tadpole']",,n,ɛbihɒl
fájin,1600,1600,fájin,,,4. Bajor jövevényszavak ,n,faːjin
felvég,1600,1600,felvég,,,,n,fɛlveːɡ
gyalogposta,1600,1600,gyalogposta,,,,n,ɟɒloɡpoʃtɒ
respektus,1600,1600,respektus,,,,n,rɛʃpɛktuʃ
riska,1600,1600,riska,,,,n,riʃkɒ
sonka,1787,"1601 tn. (?), 1787",sonka,,"['ham', 'leg of pork']",4. Bajor jövevényszavak ,n,ʃonkɒ
összevissza,1601,1601,összevissza,,"['criss-cross', 'helter-skelter', 'higgledy-piggledy', 'hugger-mugger', 'pell-mell', 'promiscuous', 'topsy-turvy']",,r,øʃsɛviʃsɒ
pástétom,1601,1601,pástétom,,"['paste', 'pasty', 'pie']",2. Ausztriai német jövevényszav ,n,paːʃteːtom
csóró,1650,"1602 tn (?), 1650",csóró,,"['blighter', 'cod', 'cove']",,n,t͡ʃoːroː
gőte,1792,"1602 tn. (?), 1792",gőte,,,G) ISMERETLEN EREDETŰ SZAVAK ,n,ɡøːtɛ
belga,1602,1602,belga,,['Belgian'],,a,bɛlɡɒ
csűr-csavar,1602,1602,csűr-csavar,,['to pervert'],4. Játékos szóalkotással létrejött szavak ,n,t͡ʃyːr-t͡ʃɒvɒr
dominikánus,1602,1602,dominikánus,,['cherubic'],2. Egyházi latin jövevényszavak ,n,dominikaːnuʃ
enyeleg,1602,1602,enyeleg,,"['to dally', 'to trifle', 'to wanton']",1. Származékszavak ,a,ɛɲɛlɛɡ
hidra,1602,1602,hidra,,['hydra'],1. Latin jövevényszavak általában ,n,hidrɒ
kapucinus,1602,1602,kapucinus,,,,n,kɒput͡sinuʃ
kurátor,1602,1602,kurátor,,"['curator', 'trustee']",1. Latin jövevényszavak általában ,n,kuraːtor
marcangol,1602,1602,marcangol,,"['to butch', 'to hack', 'to maul']",,v,mɒrt͡sɒnɡol
nővér,1602,1602,nővér,,"['fille', 'nurse', 'sister']",,n,nøːveːr
óda,1602,1602,óda,,['ode'],1. Latin jövevényszavak általában ,n,oːdɒ
pandúr,1602,1602,pandúr,,,,n,pɒnduːr
pettyeget,1602,1602,pettyeget,,,,n,pɛtcɛɡɛt
polip,1602,1602,polip,,"['octopus', 'polyp']",1. Latin jövevényszavak általában ,n,polip
töméntelen,1602,1602,töméntelen,,"['any number of', 'without number']",,a,tømeːntɛlɛn
mappa,1603,1603,mappa,,"['blotter', 'portfolio']",,n,mɒppɒ
mindegy,1603,1603,mindegy,,"[""it's all one"", ""it's all the same"", ""it's just the same"", 'just the same']",,a,mindɛɟ
probléma,1603,1603,probléma,,"['controversy', 'problem', 'proposition', 'question']",,n,probleːmɒ
tipor,1603,1603,tipor,,"['to tread, trod, trodden']",1. Származékszavak ,v,tipor
vállal,1603,1603,vállal,,"['to assume', 'to contract', 'to shoulder', 'to stand, stood', 'to tackle', 'to take in', 'to take on', 'to undertake, undertook, undertaken', 'to undertake, -took, -taken']",,v,vaːllɒl
lapály,1617,"1604  (?),  1617",lapály,,"['flat', 'plain']",,n,lɒpaːj
lépcső,1604,1604,lépcső,,"['scale', 'stairway']",,n,leːpt͡ʃøː
achát,1604,1604,achát,,,D) VÁNDORSZÓK ,r,ɒt͡shaːt
ádáz,1604,1604,ádáz,,"['desperate', 'fierce', 'furious', 'grim']",G) ISMERETLEN EREDETŰ SZAVAK ,a,aːdaːz
alattvaló,1604,1604,alattvaló,,"['dependant', 'dependent', 'subject']",,n,ɒlɒttvɒloː
basszus,1604,1604,basszus,,['bass'],,n,bɒʃsuʃ
bazilika,1604,1604,bazilika,,,,n,bɒzilikɒ
cinikus,1604,1604,cinikus,,"['cynical', 'sardonic']",1. Latin jövevényszavak általában ,a,t͡sinikuʃ
csinos,1604,1604,csinos,,"['comely', 'compt', 'crackerjack', 'crackajack', 'crummy', 'cunning', 'cute', 'dinky', 'easy to look at', 'easy on the eye', 'foxy', 'good-looking', 'handsome', 'lovely', 'natty', 'neat', 'nice', 'nice-looking', 'personable', 'pretty', 'prim', 'proper', 'seemly', 'she is not amiss', ""she's got it"", 'smart', 'snug', 'spruce', 'tidy', 'tricksy', 'trim']",,a,t͡ʃinoʃ
dőre,1604,1604,dőre,,,4. Bajor jövevényszavak ?,r,døːrɛ
ejnye,1604,1604,ejnye,,,,a,ɛjɲɛ
elégia,1604,1604,elégia,,['elegy'],,n,ɛleːɡiɒ
epikus,1604,1604,epikus,,['epic'],,a,ɛpikuʃ
érint,1604,1604,érint,,"['to affect', 'to concern', 'to feel, felt', 'to hit', 'to hit, hit', 'to shave', 'to skim', 'to touch', 'to touch on', 'to touch upon']",1. Származékszavak ,v,eːrint
félteke,1604,1604,félteke,,,,n,feːltɛkɛ
filagória,1604,1604,filagória,,"['casino', 'summer-house']",,n,filɒɡoːriɒ
findzsa,1604,1604,findzsa,,,b) Oszmán-török jövevényszavak ,n,find͡ʒɒ
fontol,1604,1604,fontol,,,,r,fontol
fű-fa,1604,1604,fű-fa,,,,n,fyː-fɒ
gajdol,1604,1604,gajdol,,,"1. Hangutánzó, hangfestő szavak ",n,ɡɒjdol
gátor,1604,1604,gátor,,,1. Német jövevényszavak általában ,n,ɡaːtor
gebed,1604,1604,gebed,,,1. Származékszavak ,a,ɡɛbɛd
gipsz,1604,1604,gipsz,,['gypsum'],,n,ɡips
gránátalma,1604,1604,gránátalma,,['pomegranate'],,n,ɡraːnaːtɒlmɒ
hiéna,1604,1604,hiéna,,['hyena'],,n,hieːnɒ
izé,1604,1604,izé,,"['doodad', 'gizmo', 'jig', 'number', 'thingummy', 'whatchmacallit', ""what-d'ya-call-it"", 'whatsit', 'whatyamacallit']","2. Ősi, finnugor kori szavak ?",n,izeː
kajszibarack,1604,1604,kajszibarack,,,,n,kɒjsibɒrɒt͡sk
kentaur,1604,1604,kentaur,,,,n,kɛntɒur
készakarva,1604,1604,készakarva,,['purposely'],,r,keːsɒkɒrvɒ
kolomp,1604,1604,kolomp,,"['bell', 'clapper bell', 'sheep bell']",,n,kolomp
kopács,1604,1604,kopács,,,,n,kopaːt͡ʃ
kőrisbogár,1604,1604,kőrisbogár,,,,n,køːriʃboɡaːr
kuckó,1604,1604,kuckó,,['snug'],,a,kut͡skoː
lajhár,1604,1604,lajhár,,['sloth'],F) VITATOTT EREDETŰ SZAVAK ,n,lɒjhaːr
lóca,1604,1604,lóca,,['bench'],c) Szlovák jövevényszavak ?,n,loːt͡sɒ
marasztal,1604,1604,marasztal,,['to detain'],,v,mɒrɒstɒl
mauzóleum,1604,1604,mauzóleum,,"['mausoleum, mausolea']",,n,mɒuzoːlɛum
mecénás,1604,1604,mecénás,,,,n,mɛt͡seːnaːʃ
nimfa,1604,1604,nimfa,,['nymph'],,n,nimfɒ
pegazus,1604,1604,pegazus,,,1. Latin jövevényszavak általában ,n,pɛɡɒzuʃ
petróleum,1604,1604,petróleum,,"['kerosene', 'paraffin', 'paraffine']",,n,pɛtroːlɛum
pingál,1604,1604,pingál,,['to daub'],,a,pinɡaːl
pozíció,1604,1604,pozíció,,"['position', 'standing']",1. Latin jövevényszavak általában ,n,poziːt͡sioː
pun,1604,1604,pun,,,1. Latin jövevényszavak általában ,a,pun
rongy,1604,1604,rongy,,"['clout', 'linen rag', 'piece of linen', 'rag', 'shred', 'snotty', 'tatter']","2. Ősi, finnugor kori szavak ?",n,ronɟ
selypít,1604,1604,selypít,,['to lisp'],,r,ʃɛjpiːt
sít,1604,1604,-sít,+,,,n,ʃiːt
stádium,1604,1604,stádium,,,,n,ʃtaːdium
szamóca,1604,1604,szamóca,,,c) Szlovén jövevényszavak ?,n,sɒmoːt͡sɒ
szfinx,1604,1604,szfinx,,,,n,sfinks
szirén,1604,1604,szirén,,"['mermaid', 'mermaiden', 'siren']",,n,sireːn
szurtos,1604,1604,szurtos,,['slovenly'],,a,surtoʃ
tőkehal,1604,1604,tőkehal,,"['cod', 'cod, cod', 'haddock', 'hake']",,n,tøːkɛhɒl
törvényszék,1604,1604,törvényszék,,"['bar', 'court', 'court of justice', 'court of law', 'courthouse']",,n,tørveːɲseːk
törzs,1604,1604,törzs,,"['barrel', 'body', 'clan', 'hull', 'parent stock', 'shaft', 'stem', 'stock', 'stub', 'stump', 'torso', 'tribe', 'trunk']",,n,tørʒ
tragikus,1604,1604,tragikus,,"['tragic', 'tragical']",,a,trɒɡikuʃ
zsibbad,1604,1604,zsibbad,,,"1. Hangutánzó, hangfestő szavak ",a,ʒibbɒd
latin,1604,1604,latin,,,1. Latin jövevényszavak általában ,a,lɒtin
démon,1605,1605,démon,,"['demon', 'djinni, djinn', 'jinnee, jinn', 'jinni, jinn']",1. Latin jövevényszavak általában ,n,deːmon
imponál,1605,1605,imponál,,,1. Latin jövevényszavak általában ,a,imponaːl
passzol,1605,1605,passzol1,,"['to fold', 'to hitch', 'to pass', 'to square']",1. Német jövevényszavak általában ,v,pɒʃsol
petárda,1605,1605,petárda,,"['cracker', 'maroon', 'squib']",D) VÁNDORSZÓK ,n,pɛtaːrdɒ
tradíció,1605,1605,tradíció,,,,n,trɒdiːt͡sioː
csárda,1606,1606,csárda,,"['jerry', 'jerry-shop']",,n,t͡ʃaːrdɒ
dekorál,1606,1606,dekorál,,,,r,dɛkoraːl
kártol,1606,1606,kártol,,['to teasel'],,a,kaːrtol
muskéta,1606,1606,muskéta,,['musket'],1. Német jövevényszavak általában ,n,muʃkeːtɒ
ortodox,1606,1606,ortodox,,['orthodox'],,a,ortodoks
paktum,1606,1606,paktum,,"['covenant', 'pact']",,n,pɒktum
kartács,1649,"1607  (?),  1649",kartács,,['canister'],1. Német jövevényszavak általában ,n,kɒrtaːt͡ʃ
laza,1780,"1607  (?),  1780",laza,,"['accommodating', 'easy', 'flimsy', 'floppy', 'lax', 'loose', 'running', 'slack', 'sleazy', 'sloppy']",,a,lɒzɒ
dzsida,1607,1607,dzsida,,,b) Oszmán-török jövevényszavak ,a,d͡ʒidɒ
kártékony,1607,1607,kártékony,,"['mischievous', 'noxious']",13. Szóösszetétellel keletkezett szavak ,a,kaːrteːkoɲ
kópia,1607,1607,kópia,,['replica'],,n,koːpiɒ
suszter,1766,"1608  tn.  (?),  1766",suszter,,,,n,ʃustɛr
anyós,1608,1608,anyós,,['mother-in-law'],1. Származékszavak ,n,ɒɲoːʃ
após,1608,1608,após,,['father-in-law'],1. Származékszavak ,r,ɒpoːʃ
csillapít,1608,1608,csillapít,,"['to allay', 'to alleviate', 'to appease', 'to assuage', 'to attenuate', 'to deaden', 'to ease', 'to lay, laid', 'to mitigate', 'to mollify', 'to quench', 'to salve', 'to soothe']",,v,t͡ʃillɒpiːt
haszt,1608,1608,-haszt/-heszt,+,,,n,hɒst
heszt,1608,1608,-haszt/-heszt,+,,,n,hɛst
hombár,1608,1608,hombár,,"['garner', 'granary']",b) Oszmán-török jövevényszavak ,n,hombaːr
kálmos,1608,1608,kálmos,,"['sweet flag', 'sweet-smelling flag']",1. Latin jövevényszavak általában ,n,kaːlmoʃ
kohol,1608,1608,kohol,,"['to cook', 'to fabricate', 'to fake', 'to feign', 'to forge', 'to get up', 'to trump up']",1. Származékszavak ,v,kohol
kontinens,1608,1608,kontinens,,['continent'],,n,kontinɛnʃ
melódia,1608,1608,melódia,,,,n,mɛloːdiɒ
nesz,1608,1608,nesz,,,"1. Hangutánzó, hangfestő szavak ",n,nɛs
sallang,1608,1608,sallang,,['flourish'],4. Bajor jövevényszavak ,n,ʃɒllɒnɡ
pamut,16081621,1608–1621,pamut,,['cotton'],b) Oszmán-török jövevényszavak ,n,pɒmut
ákombákom,1609,1609,ákombákom,,['cramped handwriting'],4. Játékos szóalkotással létrejött szavak ,a,aːkombaːkom
armada,1609,1609,armada,,['armada'],,r,ɒrmɒdɒ
be,1610,1610,be2,,"['inboard', 'on']",,r,bɛ
galeta,1610,1610,galeta,,,,n,ɡɒlɛtɒ
iksz,1610,1610,iksz,,,1. Latin jövevényszavak általában ,a,iks
ipszilon,1610,1610,ipszilon,,,,v,ipsilon
médium,1610,1610,médium,,['psychic'],,n,meːdium
ohó,1610,1610,ohó,,,,a,ohoː
protekció,1610,1610,protekció,,"['pull', 'push']",1. Latin jövevényszavak általában ,n,protɛkt͡sioː
tubák,1610,1610,tubák,,['snuff'],D) VÁNDORSZÓK ,n,tubaːk
amnesztia,1611,1611,amnesztia,,"['act of oblivion', 'act of grace', 'amnesty', 'bill of oblivion']",1. Latin jövevényszavak általában ,n,ɒmnɛstiɒ
cserbenhagy,1611,1611,cserbenhagy,,"['to betray', 'to desert', 'to fail', 'to fall off', 'to forsake, forsook, forsaken', 'to let down', 'to let sy down', 'to throw over']",,a,t͡ʃɛrbɛnhɒɟ
divat,1611,1611,divat,,"['craze', 'fashion', 'go', 'mode', 'rage', 'style']",1. Származékszavak ?,n,divɒt
füllent,1611,1611,füllent,,"['to fib', 'to tell stories']",,v,fyllɛnt
gazember,1611,1611,gazember,,"['bad hat', 'bad lot', 'badmash', 'blackguard', 'bugger', 'cad', 'miscreant', 'rascal', 'rogue', 's.o.b.', 'scoundrel', 'shag', 'son of a bitch', 'villain']",,n,ɡɒzɛmbɛr
iparkodik,1611,1611,iparkodik,,,,v,ipɒrkodik
iramlik,1611,1611,iramlik,,"['to sail', 'to sweep']",,v,irɒmlik
palatinus,1611,1611,palatinus,,,,n,pɒlɒtinuʃ
punktum,1611,1611,punktum,,,1. Latin jövevényszavak általában ,n,punktum
tárogató,1611,1611,tárogató,,,6. Jelentéstapadással létrejött szavak ,a,taːroɡɒtoː
vánszorog,1611,1611,vánszorog,,"['to barge along', 'to crawl', 'to drag', 'to draggle', 'to lumber', 'to mog', 'to plod', 'to plod along', 'to trudge']",,a,vaːnsoroɡ
karton,1736,"1612 (?), 1736",karton1,,"['board', 'cardboard', 'chintz', 'cotton', 'muslin', 'paperboard']",,n,kɒrton
áristom,1612,1612,áristom,,,,n,aːriʃtom
demokrácia,1612,1612,demokrácia,,['democracy'],,n,dɛmokraːt͡siɒ
gondola,1612,1612,gondola,,"['carriage', 'gondola']",,n,ɡondolɒ
pántlika,1612,1612,pántlika,,['ribbon'],,n,paːntlikɒ
parlament,1612,1612,parlament,,['parliament'],,n,pɒrlɒmɛnt
porcelán,1612,1612,porcelán,,,,n,port͡sɛlaːn
puritán,1612,1612,puritán,,"['austere', 'puritan', 'puritanical', 'severe']",1. Latin jövevényszavak általában ,a,puritaːn
akta,1613,1613,akta,,['file'],,n,ɒktɒ
almanach,1613,1613,almanach,,"['almanac', 'calendar']",,n,ɒlmɒnɒt͡sh
csőcselék,1613,1613,csőcselék,,"['mob', 'rabble', 'ragtag', 'ragtag and bobtail', 'riff-raff', 'riffraff', 'rout', 'vermin']",,n,t͡ʃøːt͡ʃɛleːk
horda,1613,1613,horda,,['horde'],,n,hordɒ
irónia,1613,1613,irónia,,['irony'],,n,iroːniɒ
kazamata,1613,1613,kazamata,,['dungeon'],,a,kɒzɒmɒtɒ
kótyagos,1613,1613,kótyagos,,"['fey', 'hare-brained', 'have bats in the belfry', ""off one's crumpet"", 'pixy-led']",1. Származékszavak ,a,koːcɒɡoʃ
mameluk,1613,1613,mameluk,,,,n,mɒmɛluk
parókia,1613,1613,parókia,,"['parish', 'rectory', 'vicarage']",1. Latin jövevényszavak általában ,n,pɒroːkiɒ
protestáns,1613,1613,protestáns,,"['evangelical', 'reformed']",1. Latin jövevényszavak általában ,a,protɛʃtaːnʃ
rendkívül,1613,1613,rendkívül,,"['beyond measure', 'eminently', 'exceedingly', 'exceptionally', 'excessively', 'extra', 'extraordinarily', 'extremely', 'mightily', 'mighty', 'remarkably']",,r,rɛndkiːvyl
rezidencia,1613,1613,rezidencia,,"['residence', 'residency', 'villa']",,n,rɛzidɛnt͡siɒ
suttyomban,1613,1613,suttyomban,,,9. Szófajváltással keletkezett szavak ,n,ʃutcombɒn
szélhámos,1613,1613,szélhámos,,"['chiseler', 'cole', 'con man', 'confidence crook', 'confidence man', 'fake', 'fraud', 'gouge', 'hawk', 'humbug', 'hustler', 'mountebank', 'rogue', 'rooky', 'sharper', 'swindler', 'trickster']",,n,seːlhaːmoʃ
szemenszedett,1613,1613,szemenszedett,,,,a,sɛmɛnsɛdɛtt
vakáció,1613,1613,vakáció,,"['holiday', 'holidays', 'recess']",,n,vɒkaːt͡sioː
zsineg,1613,1613,zsineg,,"['cord', 'line', 'string', 'tie', 'twine']",,n,ʒinɛɡ
móc,1773,"1614 tn.,  1773",móc,,,,r,moːt͡s
sió,1792,"1614 tn.,  1792",sió,,,,r,ʃioː
ármális,1614,1614,ármális,,,,v,aːrmaːliʃ
cech,1614,1614,cech,,['scot'],4. Bajor jövevényszavak ,n,t͡sɛt͡sh
diploma,1614,1614,diploma,,"['award', 'college certificate', 'degree', 'diploma', 'diploma in sg', 'thesis']",,n,diplomɒ
gyanúper,1614,1614,gyanúper,,,,v,ɟɒnuːpɛr
parabola,1614,1614,parabola,,['parabola'],1. Latin jövevényszavak általában ,n,pɒrɒbolɒ
pátens,1614,1614,pátens,,,1. Latin jövevényszavak általában ,n,paːtɛnʃ
provokál,1614,1614,provokál,,"['to challenge', 'to provoke']",1. Latin jövevényszavak általában ,v,provokaːl
szafaládé,1614,1614,szafaládé,,,1. Német jövevényszavak általában ?,n,sɒfɒlaːdeː
lamentál,1614,1614,lamentál,,['to lament'],,a,lɒmɛntaːl
cibál,1615,1615,cibál,,"['to pull', 'to tousle']",1. Származékszavak ,n,t͡sibaːl
fajta,1615,1615,fajta,,"['assortment', 'breed', 'cast', 'class', 'description', 'genus, genera', 'ilk', 'kind', 'make', 'nature', '-natured', 'persuasion', 'race', 'shape', 'sort', 'stock', 'strain', 'style', 'tribe']",,a,fɒjtɒ
intelligencia,1615,1615,intelligencia,,"['intelligence', 'savvy', 'wit']",,n,intɛlliɡɛnt͡siɒ
iszlám,1615,1615,iszlám,,"['Islamic', 'Islamitic']",b) Oszmán-török jövevényszavak ,a,islaːm
járvány,1615,1615,járvány,,['epidemic'],1. Származékszavak ,n,jaːrvaːɲ
kapituláció,1615,1615,kapituláció,,['capitulation'],,n,kɒpitulaːt͡sioː
kazán,1615,1615,kazán,,"['boiler', 'express boiler', 'furnace']",,n,kɒzaːn
mogorva,1615,1615,mogorva,,"['crabby', 'criss-cross', 'cross', 'crusty', 'disgruntled', 'grim', 'grouchy', 'gruff', 'have the sullens', 'morose', 'pouty', 'snapping', 'snuffy', 'somber', 'sombre', 'sour', 'sulky', 'sullen', 'surly', 'testy', 'ugly']",,a,moɡorvɒ
noszogat,1615,1615,noszogat,,"['to edge on', 'to egg on', 'to goad', 'to prime the pump', 'to prod']",,v,nosoɡɒt
posvány,1615,1615,posvány,,"['morass', 'swamp']",,n,poʃvaːɲ
ágens,1616,1616,ágens,,,1. Latin jövevényszavak általában ,n,aːɡɛnʃ
bökkenő,1616,1616,bökkenő,,['crux'],,n,bøkkɛnøː
fontos,1616,1616,fontos,,"['to be of moment', 'capital', 'earnest', 'important', 'material', 'to matter', 'memorable', 'momentous', 'of high account', 'of some account', 'operative', 'relevant', 'significant', 'stressful', 'substantial', 'weighty']",,a,fontoʃ
gimnázium,1616,1616,gimnázium,,"['gymnasium, gymnasia']",1. Latin jövevényszavak általában ,n,ɡimnaːzium
hírharang,1616,1616,hírharang,,,,a,hiːrhɒrɒnɡ
paragrafus,1616,1616,paragrafus,,"['item', 'par', 'par.', 'section']",1. Latin jövevényszavak általában ,n,pɒrɒɡrɒfuʃ
pisztoly,1616,1616,pisztoly,,"['firecracker', 'gun', 'pistol', 'popper', 'roscoe']",,n,pistoj
szuggerál,1616,1616,szuggerál,,['to suggest'],,n,suɡɡɛraːl
tamás,1616,1616,tamás,,,"12. Tulajdonnévi, személynévi eredetű szavak ",n,tɒmaːʃ
vicsorít,1616,1616,vicsorít,,,,r,vit͡ʃoriːt
csapong,1617,1617,csapong,,['to wanton'],1. Származékszavak ,v,t͡ʃɒponɡ
csetlik-botlik,1617,1617,csetlik-botlik,,,,v,t͡ʃɛtlik-botlik
góbé,1617,1617,góbé,,,,n,ɡoːbeː
padisah,1617,1617,padisah,,,,n,pɒdiʃɒh
aktus,1618,1618,aktus,,,,n,ɒktuʃ
baksis,1618,1618,baksis,,,,a,bɒkʃiʃ
diskurál,1618,1618,diskurál,,"['to chat', 'to chew the fat', 'to chew the rag', 'to swap stories']",1. Latin jövevényszavak általában ,v,diʃkuraːl
disztingvál,1618,1618,disztingvál,,,1. Latin jövevényszavak általában ,v,distinɡvaːl
fátum,1618,1618,fátum,,,,n,faːtum
siller,1618,1618,siller,,,,n,ʃillɛr
sörbet,1618,1618,sörbet,,['sorbet'],D) VÁNDORSZÓK ,n,ʃørbɛt
tumultus,1618,1618,tumultus,,"['squash', 'tumult']",1. Latin jövevényszavak általában ,n,tumultuʃ
zökken,1618,1618,zökken,,['to jolt'],"1. Hangutánzó, hangfestő szavak ",v,zøkkɛn
dromedár,1619,1619,dromedár,,['dromedary'],,n,dromɛdaːr
géniusz,1619,1619,géniusz,,,,n,ɡeːnius
gubó,1619,1619,gubó,,"['head', 'pod', 'seed box']",1. Származékszavak ,n,ɡuboː
harmónia,1619,1619,harmónia,,"['chime', 'concord', 'consonance', 'consonancy', 'rapport', 'synch', 'unison']",1. Latin jövevényszavak általában ,n,hɒrmoːniɒ
hebeg,1619,1619,hebeg,,"['to stammer', 'to stutter']","1. Hangutánzó, hangfestő szavak ",v,hɛbɛɡ
ja,1619,1619,ja,,,1. Német jövevényszavak általában ,a,jɒ
kabala,1619,1619,kabala,,['mascot'],,n,kɒbɒlɒ
konzílium,1619,1619,konzílium,,"['conference of doctors', 'consultation']",,n,konziːlium
korifeus,1619,1619,korifeus,,,,n,korifɛuʃ
macedón,1619,1619,macedón,,,,a,mɒt͡sɛdoːn
szeminárium,1619,1619,szeminárium,,"['class work', 'practical class', 'seminar', 'seminary', 'tutorial', 'tutorial class']",,n,sɛminaːrium
szimulál,1619,1619,szimulál,,"['to counterfeit', 'to malinger', 'to simulate']",,a,simulaːl
szuperál,1619,1619,szuperál,,,1. Latin jövevényszavak általában ,v,supɛraːl
technikus,1619,1619,technikus,,['tech'],,n,tɛt͡shnikuʃ
vacillál,1619,1619,vacillál,,['to oscillate'],,v,vɒt͡sillaːl
zóna,1619,1619,zóna,,"['band', 'belt', 'precinct', 'zone']",,n,zoːnɒ
album,1620,1620,album,,"['album', 'scrap-book']",,n,ɒlbum
arzenál,1620,1620,arzenál,,['arsenal'],,n,ɒrzɛnaːl
borravaló,1620,1620,borravaló,,"['dash', 'gratuity', 'perks', 'tip']",,n,borrɒvɒloː
csülök,1620,1620,csülök,,['trotters'],G) ISMERETLEN EREDETŰ SZAVAK ,n,t͡ʃyløk
disszertáció,1620,1620,disszertáció,,['dissertation'],1. Latin jövevényszavak általában ,n,diʃsɛrtaːt͡sioː
filológus,1620,1620,filológus,,,,n,filoloːɡuʃ
gesztus,1620,1620,gesztus,,['gesture'],,n,ɡɛstuʃ
hasmánt,1620,1620,hasmánt,,['ventrally'],,n,hɒʃmaːnt
huszita,1620,1620,huszita,,['bohemian'],,a,husitɒ
ímmel-ámmal,1620,1620,ímmel-ámmal,,,,n,iːmmɛl-aːmmɒl
