Lemma,Wortart,Deutsche Bedeutung,Englische Bedeutung,link,ipa,subst1_kw_hw_iw,struc,Substitution
giba,F.,"Gabe, Geschenk, g-Rune","that which is given, gift (N.), present (N.), name of g-rune",https://koeblergerhard.de/wikiling/?f=got&page=108,ɡɪba,ɡɪba,CVCV,ŋɜw¨
giba,F.,"Gabe, Geschenk, g-Rune","that which is given, gift (N.), present (N.), name of g-rune",https://koeblergerhard.de/wikiling/?f=got&page=108,ɡɪba,ɡɪba,CVCV,ŋɜwɜ
giba,F.,"Gabe, Geschenk, g-Rune","that which is given, gift (N.), present (N.), name of g-rune",https://koeblergerhard.de/wikiling/?f=got&page=108,ɡɪba,ɡɪba,CVCV,ŋima
giba,F.,"Gabe, Geschenk, g-Rune","that which is given, gift (N.), present (N.), name of g-rune",https://koeblergerhard.de/wikiling/?f=got&page=108,ɡɪba,ɡɪba,CVCV,ŋim¨
giba,F.,"Gabe, Geschenk, g-Rune","that which is given, gift (N.), present (N.), name of g-rune",https://koeblergerhard.de/wikiling/?f=got&page=108,ɡɪba,ɡɪba,CVCV,ŋimɜ
giba,F.,"Gabe, Geschenk, g-Rune","that which is given, gift (N.), present (N.), name of g-rune",https://koeblergerhard.de/wikiling/?f=got&page=108,ɡɪba,ɡɪba,CVCV,ŋ¨ma
giba,F.,"Gabe, Geschenk, g-Rune","that which is given, gift (N.), present (N.), name of g-rune",https://koeblergerhard.de/wikiling/?f=got&page=108,ɡɪba,ɡɪba,CVCV,ŋ¨m¨
giba,F.,"Gabe, Geschenk, g-Rune","that which is given, gift (N.), present (N.), name of g-rune",https://koeblergerhard.de/wikiling/?f=got&page=108,ɡɪba,ɡɪba,CVCV,ŋ¨mɜ
giba,F.,"Gabe, Geschenk, g-Rune","that which is given, gift (N.), present (N.), name of g-rune",https://koeblergerhard.de/wikiling/?f=got&page=108,ɡɪba,ɡɪba,CVCV,ŋɜma
giba,F.,"Gabe, Geschenk, g-Rune","that which is given, gift (N.), present (N.), name of g-rune",https://koeblergerhard.de/wikiling/?f=got&page=108,ɡɪba,ɡɪba,CVCV,ŋɜm¨
giba,F.,"Gabe, Geschenk, g-Rune","that which is given, gift (N.), present (N.), name of g-rune",https://koeblergerhard.de/wikiling/?f=got&page=108,ɡɪba,ɡɪba,CVCV,ŋɜmɜ
giba,F.,"Gabe, Geschenk, g-Rune","that which is given, gift (N.), present (N.), name of g-rune",https://koeblergerhard.de/wikiling/?f=got&page=108,ɡɪba,ɡɪba,CVCV,ŋepa
giba,F.,"Gabe, Geschenk, g-Rune","that which is given, gift (N.), present (N.), name of g-rune",https://koeblergerhard.de/wikiling/?f=got&page=108,ɡɪba,ɡɪba,CVCV,ŋep¨
giba,F.,"Gabe, Geschenk, g-Rune","that which is given, gift (N.), present (N.), name of g-rune",https://koeblergerhard.de/wikiling/?f=got&page=108,ɡɪba,ɡɪba,CVCV,ŋepɜ
giba,F.,"Gabe, Geschenk, g-Rune","that which is given, gift (N.), present (N.), name of g-rune",https://koeblergerhard.de/wikiling/?f=got&page=108,ɡɪba,ɡɪba,CVCV,ŋ¨pa
giba,F.,"Gabe, Geschenk, g-Rune","that which is given, gift (N.), present (N.), name of g-rune",https://koeblergerhard.de/wikiling/?f=got&page=108,ɡɪba,ɡɪba,CVCV,ŋ¨p¨
giba,F.,"Gabe, Geschenk, g-Rune","that which is given, gift (N.), present (N.), name of g-rune",https://koeblergerhard.de/wikiling/?f=got&page=108,ɡɪba,ɡɪba,CVCV,ŋ¨pɜ
giba,F.,"Gabe, Geschenk, g-Rune","that which is given, gift (N.), present (N.), name of g-rune",https://koeblergerhard.de/wikiling/?f=got&page=108,ɡɪba,ɡɪba,CVCV,ŋɜpa
giba,F.,"Gabe, Geschenk, g-Rune","that which is given, gift (N.), present (N.), name of g-rune",https://koeblergerhard.de/wikiling/?f=got&page=108,ɡɪba,ɡɪba,CVCV,ŋɜp¨
giba,F.,"Gabe, Geschenk, g-Rune","that which is given, gift (N.), present (N.), name of g-rune",https://koeblergerhard.de/wikiling/?f=got&page=108,ɡɪba,ɡɪba,CVCV,ŋɜpɜ
giba,F.,"Gabe, Geschenk, g-Rune","that which is given, gift (N.), present (N.), name of g-rune",https://koeblergerhard.de/wikiling/?f=got&page=108,ɡɪba,ɡɪba,CVCV,ŋewa
giba,F.,"Gabe, Geschenk, g-Rune","that which is given, gift (N.), present (N.), name of g-rune",https://koeblergerhard.de/wikiling/?f=got&page=108,ɡɪba,ɡɪba,CVCV,ŋew¨
giba,F.,"Gabe, Geschenk, g-Rune","that which is given, gift (N.), present (N.), name of g-rune",https://koeblergerhard.de/wikiling/?f=got&page=108,ɡɪba,ɡɪba,CVCV,ŋewɜ
giba,F.,"Gabe, Geschenk, g-Rune","that which is given, gift (N.), present (N.), name of g-rune",https://koeblergerhard.de/wikiling/?f=got&page=108,ɡɪba,ɡɪba,CVCV,ŋ¨wa
giba,F.,"Gabe, Geschenk, g-Rune","that which is given, gift (N.), present (N.), name of g-rune",https://koeblergerhard.de/wikiling/?f=got&page=108,ɡɪba,ɡɪba,CVCV,ŋ¨w¨
giba,F.,"Gabe, Geschenk, g-Rune","that which is given, gift (N.), present (N.), name of g-rune",https://koeblergerhard.de/wikiling/?f=got&page=108,ɡɪba,ɡɪba,CVCV,ŋ¨wɜ
giba,F.,"Gabe, Geschenk, g-Rune","that which is given, gift (N.), present (N.), name of g-rune",https://koeblergerhard.de/wikiling/?f=got&page=108,ɡɪba,ɡɪba,CVCV,ŋɜwa
giba,F.,"Gabe, Geschenk, g-Rune","that which is given, gift (N.), present (N.), name of g-rune",https://koeblergerhard.de/wikiling/?f=got&page=108,ɡɪba,ɡɪba,CVCV,ŋɜw¨
giba,F.,"Gabe, Geschenk, g-Rune","that which is given, gift (N.), present (N.), name of g-rune",https://koeblergerhard.de/wikiling/?f=got&page=108,ɡɪba,ɡɪba,CVCV,ŋɜwɜ
giba,F.,"Gabe, Geschenk, g-Rune","that which is given, gift (N.), present (N.), name of g-rune",https://koeblergerhard.de/wikiling/?f=got&page=108,ɡɪba,ɡɪba,CVCV,ŋema
giba,F.,"Gabe, Geschenk, g-Rune","that which is given, gift (N.), present (N.), name of g-rune",https://koeblergerhard.de/wikiling/?f=got&page=108,ɡɪba,ɡɪba,CVCV,ŋem¨
giba,F.,"Gabe, Geschenk, g-Rune","that which is given, gift (N.), present (N.), name of g-rune",https://koeblergerhard.de/wikiling/?f=got&page=108,ɡɪba,ɡɪba,CVCV,ŋemɜ
giba,F.,"Gabe, Geschenk, g-Rune","that which is given, gift (N.), present (N.), name of g-rune",https://koeblergerhard.de/wikiling/?f=got&page=108,ɡɪba,ɡɪba,CVCV,ŋ¨ma
giba,F.,"Gabe, Geschenk, g-Rune","that which is given, gift (N.), present (N.), name of g-rune",https://koeblergerhard.de/wikiling/?f=got&page=108,ɡɪba,ɡɪba,CVCV,ŋ¨m¨
giba,F.,"Gabe, Geschenk, g-Rune","that which is given, gift (N.), present (N.), name of g-rune",https://koeblergerhard.de/wikiling/?f=got&page=108,ɡɪba,ɡɪba,CVCV,ŋ¨mɜ
giba,F.,"Gabe, Geschenk, g-Rune","that which is given, gift (N.), present (N.), name of g-rune",https://koeblergerhard.de/wikiling/?f=got&page=108,ɡɪba,ɡɪba,CVCV,ŋɜma
giba,F.,"Gabe, Geschenk, g-Rune","that which is given, gift (N.), present (N.), name of g-rune",https://koeblergerhard.de/wikiling/?f=got&page=108,ɡɪba,ɡɪba,CVCV,ŋɜm¨
giba,F.,"Gabe, Geschenk, g-Rune","that which is given, gift (N.), present (N.), name of g-rune",https://koeblergerhard.de/wikiling/?f=got&page=108,ɡɪba,ɡɪba,CVCV,ŋɜmɜ
gira,Wort,,,https://koeblergerhard.de/wikiling/?f=got&page=109,ɡɪra,ɡɪra,CVCV,kira
gira,Wort,,,https://koeblergerhard.de/wikiling/?f=got&page=109,ɡɪra,ɡɪra,CVCV,kir¨
gira,Wort,,,https://koeblergerhard.de/wikiling/?f=got&page=109,ɡɪra,ɡɪra,CVCV,kirɜ
gira,Wort,,,https://koeblergerhard.de/wikiling/?f=got&page=109,ɡɪra,ɡɪra,CVCV,k¨ra
gira,Wort,,,https://koeblergerhard.de/wikiling/?f=got&page=109,ɡɪra,ɡɪra,CVCV,k¨r¨
gira,Wort,,,https://koeblergerhard.de/wikiling/?f=got&page=109,ɡɪra,ɡɪra,CVCV,k¨rɜ
gira,Wort,,,https://koeblergerhard.de/wikiling/?f=got&page=109,ɡɪra,ɡɪra,CVCV,kɜra
gira,Wort,,,https://koeblergerhard.de/wikiling/?f=got&page=109,ɡɪra,ɡɪra,CVCV,kɜr¨
gira,Wort,,,https://koeblergerhard.de/wikiling/?f=got&page=109,ɡɪra,ɡɪra,CVCV,kɜrɜ
gira,Wort,,,https://koeblergerhard.de/wikiling/?f=got&page=109,ɡɪra,ɡɪra,CVCV,kera
gira,Wort,,,https://koeblergerhard.de/wikiling/?f=got&page=109,ɡɪra,ɡɪra,CVCV,ker¨
gira,Wort,,,https://koeblergerhard.de/wikiling/?f=got&page=109,ɡɪra,ɡɪra,CVCV,kerɜ
gira,Wort,,,https://koeblergerhard.de/wikiling/?f=got&page=109,ɡɪra,ɡɪra,CVCV,k¨ra
gira,Wort,,,https://koeblergerhard.de/wikiling/?f=got&page=109,ɡɪra,ɡɪra,CVCV,k¨r¨
gira,Wort,,,https://koeblergerhard.de/wikiling/?f=got&page=109,ɡɪra,ɡɪra,CVCV,k¨rɜ
gira,Wort,,,https://koeblergerhard.de/wikiling/?f=got&page=109,ɡɪra,ɡɪra,CVCV,kɜra
gira,Wort,,,https://koeblergerhard.de/wikiling/?f=got&page=109,ɡɪra,ɡɪra,CVCV,kɜr¨
gira,Wort,,,https://koeblergerhard.de/wikiling/?f=got&page=109,ɡɪra,ɡɪra,CVCV,kɜrɜ
gira,Wort,,,https://koeblergerhard.de/wikiling/?f=got&page=109,ɡɪra,ɡɪra,CVCV,ŋira
gira,Wort,,,https://koeblergerhard.de/wikiling/?f=got&page=109,ɡɪra,ɡɪra,CVCV,ŋir¨
gira,Wort,,,https://koeblergerhard.de/wikiling/?f=got&page=109,ɡɪra,ɡɪra,CVCV,ŋirɜ
gira,Wort,,,https://koeblergerhard.de/wikiling/?f=got&page=109,ɡɪra,ɡɪra,CVCV,ŋ¨ra
gira,Wort,,,https://koeblergerhard.de/wikiling/?f=got&page=109,ɡɪra,ɡɪra,CVCV,ŋ¨r¨
gira,Wort,,,https://koeblergerhard.de/wikiling/?f=got&page=109,ɡɪra,ɡɪra,CVCV,ŋ¨rɜ
gira,Wort,,,https://koeblergerhard.de/wikiling/?f=got&page=109,ɡɪra,ɡɪra,CVCV,ŋɜra
gira,Wort,,,https://koeblergerhard.de/wikiling/?f=got&page=109,ɡɪra,ɡɪra,CVCV,ŋɜr¨
gira,Wort,,,https://koeblergerhard.de/wikiling/?f=got&page=109,ɡɪra,ɡɪra,CVCV,ŋɜrɜ
gira,Wort,,,https://koeblergerhard.de/wikiling/?f=got&page=109,ɡɪra,ɡɪra,CVCV,ŋera
gira,Wort,,,https://koeblergerhard.de/wikiling/?f=got&page=109,ɡɪra,ɡɪra,CVCV,ŋer¨
gira,Wort,,,https://koeblergerhard.de/wikiling/?f=got&page=109,ɡɪra,ɡɪra,CVCV,ŋerɜ
gira,Wort,,,https://koeblergerhard.de/wikiling/?f=got&page=109,ɡɪra,ɡɪra,CVCV,ŋ¨ra
gira,Wort,,,https://koeblergerhard.de/wikiling/?f=got&page=109,ɡɪra,ɡɪra,CVCV,ŋ¨r¨
gira,Wort,,,https://koeblergerhard.de/wikiling/?f=got&page=109,ɡɪra,ɡɪra,CVCV,ŋ¨rɜ
gira,Wort,,,https://koeblergerhard.de/wikiling/?f=got&page=109,ɡɪra,ɡɪra,CVCV,ŋɜra
gira,Wort,,,https://koeblergerhard.de/wikiling/?f=got&page=109,ɡɪra,ɡɪra,CVCV,ŋɜr¨
gira,Wort,,,https://koeblergerhard.de/wikiling/?f=got&page=109,ɡɪra,ɡɪra,CVCV,ŋɜrɜ
godei,F.,"Tugend, Tüchtigkeit, Güte","goodness, virtue (N.), moral excellence",https://koeblergerhard.de/wikiling/?f=got&page=109,ɡodi,ɡodi,CVCV,koti
godei,F.,"Tugend, Tüchtigkeit, Güte","goodness, virtue (N.), moral excellence",https://koeblergerhard.de/wikiling/?f=got&page=109,ɡodi,ɡodi,CVCV,kot¨
godei,F.,"Tugend, Tüchtigkeit, Güte","goodness, virtue (N.), moral excellence",https://koeblergerhard.de/wikiling/?f=got&page=109,ɡodi,ɡodi,CVCV,kotɜ
godei,F.,"Tugend, Tüchtigkeit, Güte","goodness, virtue (N.), moral excellence",https://koeblergerhard.de/wikiling/?f=got&page=109,ɡodi,ɡodi,CVCV,kȣti
godei,F.,"Tugend, Tüchtigkeit, Güte","goodness, virtue (N.), moral excellence",https://koeblergerhard.de/wikiling/?f=got&page=109,ɡodi,ɡodi,CVCV,kȣt¨
godei,F.,"Tugend, Tüchtigkeit, Güte","goodness, virtue (N.), moral excellence",https://koeblergerhard.de/wikiling/?f=got&page=109,ɡodi,ɡodi,CVCV,kȣtɜ
godei,F.,"Tugend, Tüchtigkeit, Güte","goodness, virtue (N.), moral excellence",https://koeblergerhard.de/wikiling/?f=got&page=109,ɡodi,ɡodi,CVCV,kɜti
godei,F.,"Tugend, Tüchtigkeit, Güte","goodness, virtue (N.), moral excellence",https://koeblergerhard.de/wikiling/?f=got&page=109,ɡodi,ɡodi,CVCV,kɜt¨
godei,F.,"Tugend, Tüchtigkeit, Güte","goodness, virtue (N.), moral excellence",https://koeblergerhard.de/wikiling/?f=got&page=109,ɡodi,ɡodi,CVCV,kɜtɜ
godei,F.,"Tugend, Tüchtigkeit, Güte","goodness, virtue (N.), moral excellence",https://koeblergerhard.de/wikiling/?f=got&page=109,ɡodi,ɡodi,CVCV,koni
godei,F.,"Tugend, Tüchtigkeit, Güte","goodness, virtue (N.), moral excellence",https://koeblergerhard.de/wikiling/?f=got&page=109,ɡodi,ɡodi,CVCV,kon¨
godei,F.,"Tugend, Tüchtigkeit, Güte","goodness, virtue (N.), moral excellence",https://koeblergerhard.de/wikiling/?f=got&page=109,ɡodi,ɡodi,CVCV,konɜ
godei,F.,"Tugend, Tüchtigkeit, Güte","goodness, virtue (N.), moral excellence",https://koeblergerhard.de/wikiling/?f=got&page=109,ɡodi,ɡodi,CVCV,kȣni
godei,F.,"Tugend, Tüchtigkeit, Güte","goodness, virtue (N.), moral excellence",https://koeblergerhard.de/wikiling/?f=got&page=109,ɡodi,ɡodi,CVCV,kȣn¨
godei,F.,"Tugend, Tüchtigkeit, Güte","goodness, virtue (N.), moral excellence",https://koeblergerhard.de/wikiling/?f=got&page=109,ɡodi,ɡodi,CVCV,kȣnɜ
godei,F.,"Tugend, Tüchtigkeit, Güte","goodness, virtue (N.), moral excellence",https://koeblergerhard.de/wikiling/?f=got&page=109,ɡodi,ɡodi,CVCV,kɜni
godei,F.,"Tugend, Tüchtigkeit, Güte","goodness, virtue (N.), moral excellence",https://koeblergerhard.de/wikiling/?f=got&page=109,ɡodi,ɡodi,CVCV,kɜn¨
godei,F.,"Tugend, Tüchtigkeit, Güte","goodness, virtue (N.), moral excellence",https://koeblergerhard.de/wikiling/?f=got&page=109,ɡodi,ɡodi,CVCV,kɜnɜ
godei,F.,"Tugend, Tüchtigkeit, Güte","goodness, virtue (N.), moral excellence",https://koeblergerhard.de/wikiling/?f=got&page=109,ɡodi,ɡodi,CVCV,ŋoti
godei,F.,"Tugend, Tüchtigkeit, Güte","goodness, virtue (N.), moral excellence",https://koeblergerhard.de/wikiling/?f=got&page=109,ɡodi,ɡodi,CVCV,ŋot¨
godei,F.,"Tugend, Tüchtigkeit, Güte","goodness, virtue (N.), moral excellence",https://koeblergerhard.de/wikiling/?f=got&page=109,ɡodi,ɡodi,CVCV,ŋotɜ
godei,F.,"Tugend, Tüchtigkeit, Güte","goodness, virtue (N.), moral excellence",https://koeblergerhard.de/wikiling/?f=got&page=109,ɡodi,ɡodi,CVCV,ŋȣti
godei,F.,"Tugend, Tüchtigkeit, Güte","goodness, virtue (N.), moral excellence",https://koeblergerhard.de/wikiling/?f=got&page=109,ɡodi,ɡodi,CVCV,ŋȣt¨
godei,F.,"Tugend, Tüchtigkeit, Güte","goodness, virtue (N.), moral excellence",https://koeblergerhard.de/wikiling/?f=got&page=109,ɡodi,ɡodi,CVCV,ŋȣtɜ
godei,F.,"Tugend, Tüchtigkeit, Güte","goodness, virtue (N.), moral excellence",https://koeblergerhard.de/wikiling/?f=got&page=109,ɡodi,ɡodi,CVCV,ŋɜti
godei,F.,"Tugend, Tüchtigkeit, Güte","goodness, virtue (N.), moral excellence",https://koeblergerhard.de/wikiling/?f=got&page=109,ɡodi,ɡodi,CVCV,ŋɜt¨
godei,F.,"Tugend, Tüchtigkeit, Güte","goodness, virtue (N.), moral excellence",https://koeblergerhard.de/wikiling/?f=got&page=109,ɡodi,ɡodi,CVCV,ŋɜtɜ
godei,F.,"Tugend, Tüchtigkeit, Güte","goodness, virtue (N.), moral excellence",https://koeblergerhard.de/wikiling/?f=got&page=109,ɡodi,ɡodi,CVCV,ŋoni
godei,F.,"Tugend, Tüchtigkeit, Güte","goodness, virtue (N.), moral excellence",https://koeblergerhard.de/wikiling/?f=got&page=109,ɡodi,ɡodi,CVCV,ŋon¨
godei,F.,"Tugend, Tüchtigkeit, Güte","goodness, virtue (N.), moral excellence",https://koeblergerhard.de/wikiling/?f=got&page=109,ɡodi,ɡodi,CVCV,ŋonɜ
godei,F.,"Tugend, Tüchtigkeit, Güte","goodness, virtue (N.), moral excellence",https://koeblergerhard.de/wikiling/?f=got&page=109,ɡodi,ɡodi,CVCV,ŋȣni
godei,F.,"Tugend, Tüchtigkeit, Güte","goodness, virtue (N.), moral excellence",https://koeblergerhard.de/wikiling/?f=got&page=109,ɡodi,ɡodi,CVCV,ŋȣn¨
godei,F.,"Tugend, Tüchtigkeit, Güte","goodness, virtue (N.), moral excellence",https://koeblergerhard.de/wikiling/?f=got&page=109,ɡodi,ɡodi,CVCV,ŋȣnɜ
godei,F.,"Tugend, Tüchtigkeit, Güte","goodness, virtue (N.), moral excellence",https://koeblergerhard.de/wikiling/?f=got&page=109,ɡodi,ɡodi,CVCV,ŋɜni
godei,F.,"Tugend, Tüchtigkeit, Güte","goodness, virtue (N.), moral excellence",https://koeblergerhard.de/wikiling/?f=got&page=109,ɡodi,ɡodi,CVCV,ŋɜn¨
godei,F.,"Tugend, Tüchtigkeit, Güte","goodness, virtue (N.), moral excellence",https://koeblergerhard.de/wikiling/?f=got&page=109,ɡodi,ɡodi,CVCV,ŋɜnɜ
goma,M.,Gaumen,palate,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡoma,ɡoma,CVCV,koma
goma,M.,Gaumen,palate,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡoma,ɡoma,CVCV,kom¨
goma,M.,Gaumen,palate,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡoma,ɡoma,CVCV,komɜ
goma,M.,Gaumen,palate,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡoma,ɡoma,CVCV,kȣma
goma,M.,Gaumen,palate,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡoma,ɡoma,CVCV,kȣm¨
goma,M.,Gaumen,palate,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡoma,ɡoma,CVCV,kȣmɜ
goma,M.,Gaumen,palate,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡoma,ɡoma,CVCV,kɜma
goma,M.,Gaumen,palate,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡoma,ɡoma,CVCV,kɜm¨
goma,M.,Gaumen,palate,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡoma,ɡoma,CVCV,kɜmɜ
goma,M.,Gaumen,palate,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡoma,ɡoma,CVCV,ŋoma
goma,M.,Gaumen,palate,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡoma,ɡoma,CVCV,ŋom¨
goma,M.,Gaumen,palate,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡoma,ɡoma,CVCV,ŋomɜ
goma,M.,Gaumen,palate,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡoma,ɡoma,CVCV,ŋȣma
goma,M.,Gaumen,palate,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡoma,ɡoma,CVCV,ŋȣm¨
goma,M.,Gaumen,palate,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡoma,ɡoma,CVCV,ŋȣmɜ
goma,M.,Gaumen,palate,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡoma,ɡoma,CVCV,ŋɜma
goma,M.,Gaumen,palate,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡoma,ɡoma,CVCV,ŋɜm¨
goma,M.,Gaumen,palate,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡoma,ɡoma,CVCV,ŋɜmɜ
goti,M.,Goten,Goths,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡotɪ,ɡotɪ,CVCV,koti
goti,M.,Goten,Goths,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡotɪ,ɡotɪ,CVCV,kot¨
goti,M.,Goten,Goths,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡotɪ,ɡotɪ,CVCV,kotɜ
goti,M.,Goten,Goths,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡotɪ,ɡotɪ,CVCV,kȣti
goti,M.,Goten,Goths,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡotɪ,ɡotɪ,CVCV,kȣt¨
goti,M.,Goten,Goths,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡotɪ,ɡotɪ,CVCV,kȣtɜ
goti,M.,Goten,Goths,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡotɪ,ɡotɪ,CVCV,kɜti
goti,M.,Goten,Goths,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡotɪ,ɡotɪ,CVCV,kɜt¨
goti,M.,Goten,Goths,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡotɪ,ɡotɪ,CVCV,kɜtɜ
goti,M.,Goten,Goths,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡotɪ,ɡotɪ,CVCV,kote
goti,M.,Goten,Goths,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡotɪ,ɡotɪ,CVCV,kot¨
goti,M.,Goten,Goths,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡotɪ,ɡotɪ,CVCV,kotɜ
goti,M.,Goten,Goths,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡotɪ,ɡotɪ,CVCV,kȣte
goti,M.,Goten,Goths,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡotɪ,ɡotɪ,CVCV,kȣt¨
goti,M.,Goten,Goths,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡotɪ,ɡotɪ,CVCV,kȣtɜ
goti,M.,Goten,Goths,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡotɪ,ɡotɪ,CVCV,kɜte
goti,M.,Goten,Goths,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡotɪ,ɡotɪ,CVCV,kɜt¨
goti,M.,Goten,Goths,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡotɪ,ɡotɪ,CVCV,kɜtɜ
goti,M.,Goten,Goths,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡotɪ,ɡotɪ,CVCV,ŋoti
goti,M.,Goten,Goths,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡotɪ,ɡotɪ,CVCV,ŋot¨
goti,M.,Goten,Goths,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡotɪ,ɡotɪ,CVCV,ŋotɜ
goti,M.,Goten,Goths,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡotɪ,ɡotɪ,CVCV,ŋȣti
goti,M.,Goten,Goths,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡotɪ,ɡotɪ,CVCV,ŋȣt¨
goti,M.,Goten,Goths,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡotɪ,ɡotɪ,CVCV,ŋȣtɜ
goti,M.,Goten,Goths,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡotɪ,ɡotɪ,CVCV,ŋɜti
goti,M.,Goten,Goths,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡotɪ,ɡotɪ,CVCV,ŋɜt¨
goti,M.,Goten,Goths,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡotɪ,ɡotɪ,CVCV,ŋɜtɜ
goti,M.,Goten,Goths,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡotɪ,ɡotɪ,CVCV,ŋote
goti,M.,Goten,Goths,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡotɪ,ɡotɪ,CVCV,ŋot¨
goti,M.,Goten,Goths,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡotɪ,ɡotɪ,CVCV,ŋotɜ
goti,M.,Goten,Goths,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡotɪ,ɡotɪ,CVCV,ŋȣte
goti,M.,Goten,Goths,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡotɪ,ɡotɪ,CVCV,ŋȣt¨
goti,M.,Goten,Goths,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡotɪ,ɡotɪ,CVCV,ŋȣtɜ
goti,M.,Goten,Goths,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡotɪ,ɡotɪ,CVCV,ŋɜte
goti,M.,Goten,Goths,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡotɪ,ɡotɪ,CVCV,ŋɜt¨
goti,M.,Goten,Goths,https://koeblergerhard.de/wikiling/?f=got&page=110,ɡotɪ,ɡotɪ,CVCV,ŋɜtɜ
gudei,F.,Frömmigkeit,"godliness, piety, devotion, saintliness",https://koeblergerhard.de/wikiling/?f=got&page=112,ɡudi,ɡudi,CVCV,kuti
gudei,F.,Frömmigkeit,"godliness, piety, devotion, saintliness",https://koeblergerhard.de/wikiling/?f=got&page=112,ɡudi,ɡudi,CVCV,kut¨
gudei,F.,Frömmigkeit,"godliness, piety, devotion, saintliness",https://koeblergerhard.de/wikiling/?f=got&page=112,ɡudi,ɡudi,CVCV,kutɜ
gudei,F.,Frömmigkeit,"godliness, piety, devotion, saintliness",https://koeblergerhard.de/wikiling/?f=got&page=112,ɡudi,ɡudi,CVCV,kȣti
gudei,F.,Frömmigkeit,"godliness, piety, devotion, saintliness",https://koeblergerhard.de/wikiling/?f=got&page=112,ɡudi,ɡudi,CVCV,kȣt¨
gudei,F.,Frömmigkeit,"godliness, piety, devotion, saintliness",https://koeblergerhard.de/wikiling/?f=got&page=112,ɡudi,ɡudi,CVCV,kȣtɜ
gudei,F.,Frömmigkeit,"godliness, piety, devotion, saintliness",https://koeblergerhard.de/wikiling/?f=got&page=112,ɡudi,ɡudi,CVCV,kɜti
gudei,F.,Frömmigkeit,"godliness, piety, devotion, saintliness",https://koeblergerhard.de/wikiling/?f=got&page=112,ɡudi,ɡudi,CVCV,kɜt¨
gudei,F.,Frömmigkeit,"godliness, piety, devotion, saintliness",https://koeblergerhard.de/wikiling/?f=got&page=112,ɡudi,ɡudi,CVCV,kɜtɜ
gudei,F.,Frömmigkeit,"godliness, piety, devotion, saintliness",https://koeblergerhard.de/wikiling/?f=got&page=112,ɡudi,ɡudi,CVCV,kuni
gudei,F.,Frömmigkeit,"godliness, piety, devotion, saintliness",https://koeblergerhard.de/wikiling/?f=got&page=112,ɡudi,ɡudi,CVCV,kun¨
